IPA Target,IPA Actual,error_pattern
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,∅,deletion
n,∅,deletion
n,l,substitution
n,ñ,accurate
n,ʰ̵n,substitution
n,ʰ̵n,substitution
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,∅,deletion
n,∅,deletion
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,∅,deletion
n,∅,deletion
n,∅,deletion
n,∅,deletion
n,∅,deletion
n,∅,deletion
n,∅,deletion
n,∅,deletion
n,∅,deletion
n,∅,deletion
n,∅,deletion
n,d͈,substitution
n,t,substitution
n,d,substitution
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,∅,deletion
n,∅,deletion
n,∅,deletion
n,∅,deletion
n,∅,deletion
n,∅,deletion
n,∅,deletion
n,l,substitution
n,l,substitution
n,l,substitution
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,∅,deletion
p,∅,deletion
p,k,substitution
p,t,substitution
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,pʰ,substitution
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,pʷ,substitution
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,t,substitution
p,f,substitution
p,b,substitution
p,b,substitution
p,b,substitution
p,b,substitution
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,∅,deletion
p,a,substitution
r,l,substitution
r,j,substitution
r,j,substitution
r,l,substitution
r,l,substitution
r,l,substitution
r,l,substitution
r,j,substitution
r,l,substitution
r,l,substitution
r,l,substitution
r,∅,deletion
r,d͈,substitution
r,l,substitution
r,d͈,substitution
r,j,substitution
r,ɹ,substitution
r,d,substitution
r,w,substitution
r,ʝ,substitution
r,l,substitution
r,l,substitution
r,l,substitution
r,d,substitution
r,l,substitution
r,d͈,substitution
r,l,substitution
r,j,substitution
r,d͈,substitution
r,w,substitution
r,l,substitution
r,l,substitution
r,r,accurate
r,r,accurate
r,∅,deletion
r,n,substitution
r,d͈,substitution
r,l,substitution
r,ɾ,substitution
r,l,substitution
r,l,substitution
r,β,substitution
r,l,substitution
r,l,substitution
r,l,substitution
r,ʝ,substitution
r,j,substitution
r,ɹ,substitution
r,l,substitution
r,l,substitution
r,w,substitution
r,j,substitution
r,n,substitution
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,z,substitution
s,t,substitution
s,t,substitution
s,t,substitution
s,t,substitution
s,t,substitution
s,d,substitution
s,t,substitution
s,t,substitution
s,t,substitution
s,t,substitution
s,t,substitution
s,t,substitution
s,t,substitution
s,t,substitution
s,t,substitution
s,t,substitution
s,t,substitution
s,t,substitution
s,t,substitution
s,t,substitution
s,t,substitution
s,t,substitution
s,t,substitution
s,ʧ,substitution
s,f,substitution
s,t,substitution
s,t,substitution
s,v,substitution
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,tʰ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,t,substitution
s,ʦ,substitution
s,ʦ,substitution
s,tʰ,substitution
s,tʰ,substitution
s,t,substitution
s,s̪,substitution
s,tʰ,substitution
s,t̚,substitution
s,t,substitution
s,ʦ,substitution
s,tʰ,substitution
s,tʰ,substitution
s,tʰ,substitution
s,tʰ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,tʰ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,tʰ,substitution
s,ʦ,substitution
s,tʰ,substitution
s,s,accurate
s,s,accurate
s,s,accurate
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,t,substitution
s,ʦ,substitution
s,ʦ,substitution
s,tʰ,substitution
s,ʦ,substitution
s,t,substitution
s,tʰ,substitution
s,ʦ,substitution
s,tʰ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,t,substitution
s,t,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,t,substitution
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,tʰ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,t,substitution
s,t,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,tʰ,substitution
s,d,substitution
s,tʰ,substitution
s,f,substitution
s,t,substitution
s,ʦ,substitution
s,f,substitution
s,ʦ,substitution
s,ʦ,substitution
s,tʰ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,t,substitution
s,ʦ,substitution
s,ʦ,substitution
s,t,substitution
s,tʰ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,tʰ,substitution
s,ʦ,substitution
s,t̚,substitution
s,ʦ,substitution
s,ʦ,substitution
s,t,substitution
s,tʰ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,tʰ,substitution
s,ʦ,substitution
s,n,substitution
s,t,substitution
s,ʦ,substitution
s,ʦ,substitution
s,t,substitution
s,ʦ,substitution
s,t,substitution
s,tʰ,substitution
s,ʦ,substitution
s,tʰ,substitution
s,tʰ,substitution
s,t,substitution
s,tʰ,substitution
s,t,substitution
s,t,substitution
s,t,substitution
s,t,substitution
s,d,substitution
s,t,substitution
s,t,substitution
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,∅,deletion
s,tʰ,substitution
s,t,substitution
s,a,substitution
s,f,substitution
s,tʰ,substitution
s,b͈,substitution
s,f,substitution
s,o,substitution
s,t,substitution
s,t,substitution
s,o,substitution
s,t,substitution
s,f,substitution
s,t,substitution
s,u,substitution
s,t,substitution
s,t,substitution
s,t,substitution
s,ɡ͈,substitution
s,e,substitution
s,e,substitution
s,t,substitution
s,e,substitution
s,a,substitution
s,o,substitution
s,tʰ,substitution
s,n,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,t,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,p,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,t,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,tʰ,substitution
s,p,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
s,ʦ,substitution
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,∅,deletion
t,∅,deletion
t,∅,deletion
t,∅,deletion
t,s,substitution
t,d,substitution
t,s,substitution
t,ʧ,substitution
t,ʦ,substitution
t,d,substitution
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,∅,deletion
t,∅,deletion
t,∅,deletion
t,∅,deletion
t,∅,deletion
t,∅,deletion
t,∅,deletion
t,∅,deletion
t,∅,deletion
t,tʰ,substitution
t,tʰ,substitution
t,tʰ,substitution
t,tʰ,substitution
t,tʰ,substitution
t,tʰ,substitution
t,tʰ,substitution
t,tʰ,substitution
t,t̚,accurate
t,tʰ,substitution
t,d,substitution
t,t̚,accurate
t,tʰ,substitution
t,tʰ,substitution
t,p,substitution
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,tʰ,substitution
t,tʰ,substitution
t,ʦ,substitution
t,k,substitution
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,∅,deletion
t,d͈,substitution
t,tʰ,substitution
t,tʰ,substitution
t,ʦ,substitution
t,tʰ,substitution
t,ʦ,substitution
t,tʰ,substitution
t,d͈,substitution
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,∅,deletion
t,tʰ,substitution
t,k,substitution
t,tʰ,substitution
t,tʰ,substitution
t,tʰ,substitution
t,tʰ,substitution
t,tʰ,substitution
t,tʰ,substitution
t,tʰ,substitution
t,p,substitution
t,p,substitution
v,v,accurate
v,v,accurate
v,v,accurate
v,v,accurate
v,v,accurate
v,v,accurate
v,v,accurate
v,v,accurate
v,v,accurate
v,v,accurate
v,v,accurate
v,v,accurate
v,v,accurate
v,v,accurate
v,v,accurate
v,v,accurate
v,b,substitution
v,w,substitution
v,b,substitution
v,v,accurate
v,v,accurate
v,v,accurate
v,v,accurate
v,v,accurate
v,v,accurate
v,b,substitution
v,b,substitution
v,b,substitution
v,b,substitution
v,f,substitution
v,f,substitution
v,b,substitution
v,f,substitution
v,d,substitution
v,f,substitution
v,f,substitution
v,f,substitution
v,f,substitution
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,j,substitution
w,j,substitution
w,f,substitution
w,f,substitution
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,ɡ,substitution
w,f,substitution
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,j,substitution
w,j,substitution
w,o,substitution
w,f,substitution
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,l,substitution
w,j,substitution
w,l,substitution
w,b,substitution
w,l,substitution
w,m,substitution
w,ᵇ̵w,substitution
w,b,substitution
w,j,substitution
w,b,substitution
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,∅,deletion
w,j,substitution
w,j,substitution
w,j,substitution
w,b,substitution
w,j,substitution
x,x,accurate
x,x,accurate
x,h,substitution
x,h,substitution
x,x,accurate
x,x,accurate
x,x,accurate
x,x,accurate
x,x,accurate
x,x,accurate
x,x,accurate
x,x,accurate
x,x,accurate
x,x,accurate
x,∅,deletion
x,∅,deletion
x,∅,deletion
x,h,substitution
x,s,substitution
x,x,accurate
x,x,accurate
x,x,accurate
x,x,accurate
x,x,accurate
x,x,accurate
x,x,accurate
x,x,accurate
x,x,accurate
x,x,accurate
x,∅,deletion
x,∅,deletion
x,h,substitution
x,h,substitution
x,ʦ,substitution
z,z,accurate
z,z,accurate
z,z,accurate
z,z,accurate
z,∅,deletion
z,d,substitution
z,t,substitution
z,d,substitution
z,d,substitution
z,s,substitution
z,t,substitution
z,s,substitution
z,t,substitution
z,d,substitution
z,t,substitution
z,d,substitution
z,t,substitution
z,d,substitution
z,d,substitution
z,s,substitution
z,s,substitution
z,t,substitution
z,t,substitution
z,d,substitution
z,s,substitution
z,t,substitution
z,d,substitution
z,d,substitution
z,t,substitution
z,d,substitution
z,s,substitution
z,s,substitution
z,d,substitution
z,z,accurate
z,z,accurate
z,z,accurate
z,z,accurate
z,z,accurate
z,∅,deletion
z,∅,deletion
z,∅,deletion
z,d,substitution
z,s,substitution
z,ʦ,substitution
z,t,substitution
z,ʦ,substitution
z,ʦ,substitution
z,t,substitution
z,t,substitution
z,d,substitution
z,tʰ,substitution
z,d,substitution
z,d,substitution
z,tʰ,substitution
z,tʰ,substitution
z,ʦ,substitution
z,tʰ,substitution
z,ʣ,substitution
z,ʔ,substitution
z,t,substitution
z,tʰ,substitution
z,tʰ,substitution
z,ʦ,substitution
z,ʦ,substitution
z,tʰ,substitution
z,d,substitution
ð,d,substitution
ð,v,substitution
ð,d,substitution
ð,d,substitution
ð,d,substitution
ð,d,substitution
ð,n,substitution
ð,d,substitution
ð,d,substitution
ð,d,substitution
ð,d,substitution
ð,ð,accurate
ð,∅,deletion
ð,∅,deletion
ð,d,substitution
ð,d,substitution
ð,d,substitution
ð,d,substitution
ð,b,substitution
ð,d,substitution
ð,d,substitution
ð,d,substitution
ŋ,ŋ,accurate
ŋ,ŋ,accurate
ŋ,ŋ,accurate
ŋ,ŋ,accurate
ŋ,ŋ,accurate
ŋ,ŋ,accurate
ŋ,ŋ,accurate
ŋ,ŋ,accurate
ŋ,ŋ,accurate
ŋ,ŋ,accurate
ŋ,ŋ,accurate
ŋ,ŋ,accurate
ŋ,ŋ,accurate
ŋ,n,substitution
ŋ,n,substitution
ŋ,n,substitution
ŋ,n,substitution
ŋ,n,substitution
ŋ,n,substitution
